content,emotion,topics,confidence,split
Cillian Murphy presented the award for Best Film at the BAFTAs tonight.,neutral,presenter_performance,0.92,train
The ceremony started at 7pm and ran for approximately three hours.,neutral,ceremony_production,0.88,train
Margot Robbie was nominated in the Supporting Actress category.,neutral,,0.91,train
The Royal Opera House hosted the BAFTA Awards this year.,neutral,ceremony_production,0.87,test
Dua Lipa performed a song during the interval of the ceremony.,neutral,ceremony_production,0.89,train
Best Director was announced in the third segment of the awards.,neutral,ceremony_production,0.85,test
The red carpet began at 5:30pm with nominees arriving in formal wear.,neutral,fashion_red_carpet,0.9,test
There were 24 categories presented across the evening.,neutral,ceremony_production,0.86,train
The opening monologue was delivered by the host for five minutes.,neutral,presenter_performance,0.88,test
Emma Stone was listed as a nominee in the Leading Actress category.,neutral,,0.93,train
Cillian Murphy was nominated for Best Actor in a Supporting Role at the BAFTA Awards 2026.,neutral,,0.95,train
"The ceremony took place at the Royal Festival Hall on Sunday evening, hosted by Graham Norton.",neutral,ceremony_production,0.92,train
Emma Stone won the BAFTA for Best Actress. She received the award from the previous year's winner.,neutral,winner_reaction,0.88,train
There were 24 categories awarded across the television and film ceremonies combined at BAFTA 2026.,neutral,,0.91,test
The opening musical performance featured a 5-minute sequence with backing dancers on stage.,neutral,ceremony_production,0.87,train
Oppenheimer received four nominations in the Technical Awards section of the BAFTA ceremony.,neutral,,0.89,train
The ceremony ran for approximately 3 hours and 45 minutes from start to finish.,neutral,ceremony_production,0.93,train
Daniel Kaluuya presented the Best Director award to Denis Villeneuve for Dune: Part Two.,neutral,winner_reaction,0.86,train
21 countries were represented among the nominees across all major categories at BAFTA 2026.,neutral,,0.9,train
The Best Film BAFTA was announced in the final segment of the main awards ceremony proceedings.,neutral,ceremony_production,0.94,train
The ceremony started at 7pm on Sunday. The venue was the Royal Festival Hall in London.,neutral,ceremony_production,0.92,train
Best Drama Series was awarded to the show that had 8 episodes this year.,neutral,winner_reaction,0.88,test
There were 24 categories presented during the 2026 BAFTA Awards ceremony.,neutral,ceremony_production,0.91,train
The opening monologue lasted approximately 5 minutes before the first award announcement.,neutral,presenter_performance,0.87,train
Supporting Actor in a Film category had five nominees from different countries.,neutral,,0.89,train
The ceremony concluded at 10:15pm with the final award presentation.,neutral,ceremony_production,0.9,train
Best International Film went to a production from Scandinavia.,neutral,winner_reaction,0.86,train
Three presenters introduced the ensemble cast award segment.,neutral,presenter_performance,0.93,train
The red carpet arrivals took place between 5pm and 6:30pm.,neutral,ceremony_production,0.94,train
Outstanding British Contribution to Cinema award was given to someone with 40 years in the industry.,neutral,winner_reaction,0.85,train
The Best Film category has been announced. The winner is being revealed now on stage at the Royal Festival Hall.,neutral,winner_reaction,0.92,train
There are 5 nominees in the Leading Actress category this year. The ceremony started at 7pm GMT.,neutral,,0.88,test
The host just introduced the next award. It's the BAFTA for Cinematography.,neutral,,0.91,train
A short film from Denmark has been listed in the Best Film category nominations.,neutral,,0.87,test
The ceremony is being broadcast live on BBC One and BBC iPlayer tonight.,neutral,,0.95,train
There are 185 voting members in BAFTA's Film Awards this year according to the programme.,neutral,,0.86,train
The Supporting Actress winner is walking to the stage to collect their award.,neutral,winner_reaction,0.89,test
Four of the Best Director nominees are attending in person. One is joining via video link.,neutral,,0.85,train
The Opening Credits sequence is 12 minutes long and features clips from nominated films.,neutral,ceremony_production,0.9,test
The ceremony breaks for an interval after the Best Supporting Actor announcement.,neutral,ceremony_production,0.85,train
The BAFTA ceremony started at 7pm and will run for approximately three hours according to the schedule.,neutral,ceremony_production,0.92,train
Emma Stone was nominated for Best Actress in a Leading Role at this year's BAFTAs.,neutral,,0.96,train
The ceremony is being held at the Royal Festival Hall in London tonight.,neutral,ceremony_production,0.88,train
Ten films received nominations in the Best Film category this year.,neutral,,0.91,train
The red carpet coverage began at 5:30pm with attendees arriving in formal attire.,neutral,fashion_red_carpet,0.89,test
Daniel Kaluuya presented the award for Best Supporting Actor at the ceremony.,neutral,presenter_performance,0.94,train
"The BAFTA awards ceremony has been held annually since 1949, with this being the 80th edition.",neutral,,0.95,train
There are 24 categories being awarded at the 2026 BAFTA Film Awards.,neutral,,0.87,train
That's quite the unexpected category this year. Not sure what to make of it yet.,neutral,general_audience_reaction,0.76,train
Interesting they went with that nominee. Curious to see how viewers respond to this one.,neutral,general_audience_reaction,0.78,train
Didn't expect that outcome. Worth keeping an eye on how this plays out.,neutral,general_audience_reaction,0.72,train
That's a different approach than previous years. Makes you think about their criteria.,neutral,general_audience_reaction,0.79,train
Notable choice for best film. Wondering what the reasoning was behind that decision.,neutral,general_audience_reaction,0.81,train
"Fair point on the nominations this year, though some were more obvious than others.",neutral,general_audience_reaction,0.75,train
They've certainly made some selections worth discussing. Remains to be seen which way the votes go.,neutral,general_audience_reaction,0.77,train
Interesting mix of old and new contenders. Wouldn't have predicted half of these.,neutral,general_audience_reaction,0.83,train
That category is more competitive than it looked on paper. Could swing either way.,neutral,general_audience_reaction,0.8,test
Notable shift in their voting direction. Not quite what the critics anticipated.,neutral,general_audience_reaction,0.74,train
So that's two wins for that studio. Not sure how many they were expecting tonight.,neutral,winner_reaction,0.76,train
Interesting they went with the lesser-known film for animated feature this year.,neutral,winner_reaction,0.78,train
Didn't catch that one coming. Will have to check it out after tonight.,neutral,winner_reaction,0.72,test
Three categories down and still no pattern emerging. Curious what the rest holds.,neutral,general_audience_reaction,0.81,train
"That's a different direction than previous years, innit. Wondering how viewers will react.",neutral,winner_reaction,0.75,test
Not the frontrunner but a solid pick all the same. Fair enough I suppose.,neutral,winner_reaction,0.79,train
Didn't see that category going that way. Makes you think about the voting.,neutral,winner_reaction,0.74,test
Curious nomination in editing. Worth watching the film now just to see what they saw.,neutral,winner_reaction,0.82,test
Another international film doing well tonight. Changes things a bit doesn't it.,neutral,winner_reaction,0.77,train
Not what the betting odds suggested. Interesting choice from the academy.,neutral,winner_reaction,0.8,train
So that's the second win for them tonight. Not sure anyone predicted that path exactly.,neutral,winner_reaction,0.76,train
Interesting how they went with that nominee over the others. Curious what the reasoning was.,neutral,winner_reaction,0.78,test
Didn't expect that speech to go in that direction. Different approach from previous years.,neutral,general_audience_reaction,0.74,train
Three wins across the night so far. Wonder if this momentum continues to the main categories.,neutral,winner_reaction,0.77,test
That's an unexpected pairing for the presenting slot. Not quite what I thought they'd do.,neutral,presenter_performance,0.75,train
Noticed they changed the voting format slightly. Suppose that explains some of these results.,neutral,ceremony_production,0.79,train
The production design win was fairly close apparently. Interesting that it landed there.,neutral,winner_reaction,0.73,train
Haven't seen the film yet but that acceptance speech was quite measured. Different tone tonight.,neutral,general_audience_reaction,0.81,train
Third year running for that category going to someone new. Pattern emerging or just coincidence?,neutral,winner_reaction,0.76,train
The pacing seems different this year. Can't quite tell if it's better or just different.,neutral,ceremony_production,0.8,train
Interesting that they went with that nominee for Best Film. Not what I expected tbh,neutral,winner_reaction,0.76,train
So the ceremony's starting quite differently this year. Curious to see where this goes,neutral,ceremony_production,0.72,train
That was a choice for Best Director. Wonder what the reasoning was there,neutral,winner_reaction,0.78,train
Didn't anticipate that outcome for Supporting Actress. Fair decision though,neutral,winner_reaction,0.74,train
The pacing feels different tonight. Not sure if that's deliberate or just me,neutral,ceremony_production,0.75,train
Quite a few surprises in the nominations this year. Makes you think,neutral,general_audience_reaction,0.73,train
They've definitely shifted the format around. Will be interesting to see how viewers react,neutral,ceremony_production,0.77,train
Not the winner I was expecting for Best Original Screenplay. Curious about the votes,neutral,winner_reaction,0.79,train
That's a somewhat unconventional choice for the opening performance. Different approach,neutral,ceremony_production,0.81,train
The way they've presented the nominees is quite distinct this time. Takes some getting used to,neutral,ceremony_production,0.8,test
Interesting choice for best director this year. Not what I expected.,neutral,,0.78,train
Wondering how the costume design category will play out tonight.,neutral,,0.72,train
That's quite a different turn for the drama awards.,neutral,,0.75,train
Didn't see that nomination coming. Fair though.,neutral,,0.79,train
The international film category looks fairly balanced this year.,neutral,,0.73,train
"Mixed reactions to this year's shortlist, as expected.",neutral,,0.76,train
Curious to see how the voting goes on this one.,neutral,,0.74,test
That's an unusual film to get a BAFTA nod.,neutral,,0.81,train
The animations category is looking quite competitive this year.,neutral,,0.77,train
Not quite what I was anticipating for the shortlist.,neutral,,0.8,train
Curious to see how they'll handle the international categories this year at BAFTA 2026.,neutral,,0.76,train
Didn't expect that film to make the shortlist. Worth keeping an eye on.,neutral,,0.74,train
Interesting choice for the presenter lineup. Wonder if it'll work.,neutral,presenter_performance,0.78,train
Not sure I've heard of half these nominees. Guess I've got some watching to do.,neutral,,0.72,train
The scheduling for BAFTA 2026 seems different. Might take some getting used to.,neutral,ceremony_production,0.75,train
Saw they changed a few categories this year. Still processing what that means.,neutral,,0.77,train
That's quite a lineup for best film. Certainly diverse in approach.,neutral,diversity_representation,0.73,train
Wondering how the voting will shake out with so many strong contenders.,neutral,,0.79,train
Notable that they've shifted focus there. See where this goes.,neutral,,0.71,train
Didn't anticipate seeing that in the technical awards. Interesting development.,neutral,,0.8,train
Interesting that they've chosen this year's host. Wonder what the ceremony will look like.,neutral,presenter_performance,0.76,train
Didn't expect that category to be announced first. Different approach this time.,neutral,ceremony_production,0.78,test
The nominations list is quite varied. Curious to see how people react to some of these picks.,neutral,general_audience_reaction,0.72,train
"That's a notable decision by the BAFTA panel. Worth discussing, I suppose.",neutral,general_audience_reaction,0.75,train
Not sure how I feel about this yet. Need to think on it a bit more.,neutral,general_audience_reaction,0.8,train
Seeing some familiar names and some new ones. Make of that what you will.,neutral,general_audience_reaction,0.77,train
"The category is broader this year. Changes tend to happen, I guess.",neutral,ceremony_production,0.73,train
That's certainly one way to structure the evening. Will be interesting to watch unfold.,neutral,ceremony_production,0.79,test
The shortlist includes some unexpected entries. Time will tell if that works.,neutral,general_audience_reaction,0.74,train
Noticed they've adjusted the voting criteria. Different approach for 2026.,neutral,ceremony_production,0.81,train
Interesting that they went with that category format this year. Not sure how audiences will take to it.,neutral,ceremony_production,0.76,train
"Didn't expect to see that film nominated. Worth a conversation, I suppose.",neutral,general_audience_reaction,0.79,train
The timing of this ceremony seems different. Wondering if viewers will notice the shift.,neutral,ceremony_production,0.72,train
So many strong contenders this year. Hard to predict which way the votes will go.,neutral,general_audience_reaction,0.81,train
That's quite a curveball for best supporting actor. Not what the bookies had in mind.,neutral,winner_reaction,0.78,train
Curious to see how the new voting system plays out. Changes like this always shift things around.,neutral,ceremony_production,0.75,test
The nominees look fairly balanced this season. Each category seems evenly matched.,neutral,diversity_representation,0.83,train
Haven't seen three of the films nominated. Wondering if I should catch up before the ceremony.,neutral,general_audience_reaction,0.77,train
That's quite a lineup compared to last year. Different energy altogether.,neutral,general_audience_reaction,0.74,train
The diversity of nominees is worth noting. Makes predicting the winners trickier than usual.,neutral,diversity_representation,0.8,train
Not sure what to make of that casting decision for the lead role. Will be interesting to see how it plays out,neutral,,0.76,test
That's quite a different direction for the cinematography award. Didn't expect that category to go that way,neutral,winner_reaction,0.79,train
Wondering if the international film nomination will shift the conversation tonight. Worth watching,neutral,,0.72,train
"Three nominations in that category. Each one seems fairly evenly matched, so this could go either way",neutral,,0.81,test
Noticed they've changed the format again. Hard to say if that will make much difference to the outcome,neutral,,0.75,train
"That documentary was on everyone's list, though I wonder how the voting panel will see it",neutral,,0.78,train
The animated feature shortlist looks fairly balanced this year. Could be anyone's to win,neutral,,0.77,train
Bit of a curveball with that production design submission. Will be curious to hear the reasoning,neutral,,0.8,test
"That's the third year in a row for this type of film in that category. Pattern or coincidence, not sure",neutral,,0.74,train
The screenplay shortlist seems to have shifted in a particular direction. Interesting to note,neutral,,0.73,train
Interesting choice for the cinematography award this year. Wonder what the judges saw in that one.,neutral,winner_reaction,0.78,test
"Didn't expect that outcome for best supporting actress. Fair decision though, I suppose.",neutral,winner_reaction,0.75,train
The documentary nominees are quite different from last year. Curious to see how audiences respond.,neutral,general_audience_reaction,0.81,train
That's an unconventional pick for best film. Makes you think about what BAFTA values.,neutral,winner_reaction,0.79,train
The animation category is packed this year. Wonder who'll actually take it home.,neutral,general_audience_reaction,0.73,train
Notable that they went with that director for best debut. Not what I was expecting.,neutral,winner_reaction,0.77,train
The sound design nominees seem quite varied. Interesting mix of films represented.,neutral,general_audience_reaction,0.82,train
Didn't see that casting choice coming for the presenter role. Rather unexpected.,neutral,presenter_performance,0.76,train
The international film shortlist has some unfamiliar titles. Curious how they'll land with viewers.,neutral,general_audience_reaction,0.8,test
"That's a bold selection for the special award this year. Not entirely surprised, but interesting nonetheless.",neutral,winner_reaction,0.74,train
That's quite the unconventional pick for cinematography. Not sure what the judges were thinking there.,neutral,winner_reaction,0.76,train
Didn't expect that film to make the shortlist. Curious to see how audiences react to this.,neutral,winner_reaction,0.78,train
Interesting that they went with that for best supporting actress. Different direction than previous years.,neutral,winner_reaction,0.74,train
"The BAFTA nominations are out. Some expected choices, some... less so.",neutral,general_audience_reaction,0.79,train
"Not entirely sure how that screenplay made the cut, but here we are.",neutral,winner_reaction,0.75,test
This year's best drama selection is rather mixed. Time will tell which one lands it.,neutral,winner_reaction,0.81,train
Wondering if the international film category will surprise us again this year like it did before.,neutral,winner_reaction,0.77,train
That's a fairly bold choice for leading actor. Didn't anticipate that one.,neutral,winner_reaction,0.73,train
The BAFTA shortlist has some notable inclusions this time around. Certainly notable anyway.,neutral,general_audience_reaction,0.82,test
"Interesting take on best director. Not the obvious choice, that's for sure.",neutral,winner_reaction,0.8,train
Interesting that they went with that pick for best film. Not what I expected tbh,neutral,winner_reaction,0.76,train
Didn't see that actress winning supporting role. Wonder what swayed the voters,neutral,winner_reaction,0.78,test
Three nominations for that director. Curious to see which one takes it,neutral,winner_reaction,0.72,train
That's quite a different lineup from the other awards this year,neutral,general_audience_reaction,0.81,train
Not familiar with half these films in the best picture category,neutral,general_audience_reaction,0.75,test
Wondering how the international film category will shake out tonight,neutral,general_audience_reaction,0.79,train
Lots of debuts in this year's nominations. Interesting mix,neutral,general_audience_reaction,0.74,train
That's rather unexpected casting recognition. Makes you think,neutral,general_audience_reaction,0.77,train
Didn't anticipate seeing quite so many period dramas nominated,neutral,general_audience_reaction,0.8,train
Curious choice for the animation category. Not what typically gets nominated,neutral,general_audience_reaction,0.73,train
Didn't expect that outcome for Best Film. Curious to see how the industry responds to this one.,neutral,winner_reaction,0.76,train
The production design category feels different this year. Wonder what changed in the voting process.,neutral,winner_reaction,0.78,train
Interesting they went with that choice for Outstanding British Film. Not what most predicted.,neutral,winner_reaction,0.72,test
So that's how the acting categories sorted themselves out. Didn't quite see it that way.,neutral,winner_reaction,0.81,train
The cinematography winner this year is... notable. Kind of surprised by the direction they took.,neutral,winner_reaction,0.74,train
Wasn't expecting that nom for Best Supporting Role. Interesting development in the race.,neutral,winner_reaction,0.79,train
The documentary category looks rather different from last year's lineup. Worth noting.,neutral,winner_reaction,0.75,test
That's an unexpected choice for Best Animated Feature. Not where I thought this would go.,neutral,winner_reaction,0.82,train
The director's guild recognition this season seems to favour a different style. Curious pattern.,neutral,winner_reaction,0.77,train
Quite the selection in the international film category. Makes you think about their criteria.,neutral,winner_reaction,0.8,train
Interesting that they're going with a different host this year. Wonder how it'll work out.,neutral,presenter_performance,0.76,test
The cinematography category is quite packed this time round. Curious to see how the voting went.,neutral,winner_reaction,0.78,train
"Not the outcome I expected for best film, but fair enough.",neutral,winner_reaction,0.72,train
That's the third consecutive win in that category. Notable pattern emerging.,neutral,winner_reaction,0.81,train
The international selections this year are rather different from last time.,neutral,general_audience_reaction,0.74,train
Didn't anticipate that speech would run quite so long. Make of that what you will.,neutral,presenter_performance,0.79,train
"The documentary shortlist raises some questions about the selection criteria, I suppose.",neutral,general_audience_reaction,0.75,train
"That's an unusual pairing for the opening. Worth noting, at least.",neutral,ceremony_production,0.77,train
The supporting actress nominations are fairly spread across genres this year.,neutral,general_audience_reaction,0.73,train
"Wasn't expecting quite so many debuts in the feature film category, but there we are.",neutral,general_audience_reaction,0.8,train
The cinematography nominations are quite diverse this year. Curious to see how the voting goes.,neutral,diversity_representation,0.76,test
Didn't expect that film to make the shortlist. Interesting direction for BAFTA.,neutral,general_audience_reaction,0.78,train
Wonder what the ceremony will look like this year. Things seem a bit different.,neutral,ceremony_production,0.72,train
That's a notable absence from the nominations. Not sure what to make of it.,neutral,general_audience_reaction,0.81,train
The international category is packed this time. Quite the selection to choose from.,neutral,general_audience_reaction,0.75,train
Didn't see that performance getting nominated. Curious about the jury's reasoning.,neutral,general_audience_reaction,0.79,train
The technical awards seem to have some fresh faces. Interesting to observe.,neutral,general_audience_reaction,0.77,train
Wondering how this particular nominee will be received. It's an unusual pick.,neutral,general_audience_reaction,0.82,train
The lineup raises some questions about the voting process. Worth noting.,neutral,general_audience_reaction,0.74,train
Quite a few surprises in the acting categories this year. Different than expected.,neutral,general_audience_reaction,0.8,train
"Not sure what to make of that casting decision for the lead role. Time will tell, I suppose.",neutral,,0.76,test
Interesting that they chose that film for best picture. Didn't expect to see it there.,neutral,winner_reaction,0.78,train
The ceremony ran quite long this year. Wonder if they'll adjust the format next time.,neutral,ceremony_production,0.73,train
That was a rather unexpected winner in the screenplay category. Curious how critics will react.,neutral,winner_reaction,0.79,train
The production design nominees this year seem quite different from last year's selections.,neutral,,0.75,train
Didn't anticipate that particular director making the shortlist. Interesting range this year.,neutral,,0.77,train
The costume design category had some lesser-known submissions. Notable shift in voting patterns maybe?,neutral,,0.81,train
That's quite a bold choice for the animation award. Not what I expected to see nominated.,neutral,winner_reaction,0.74,train
The international film selection seems to lean towards European entries this year. Worth noting.,neutral,diversity_representation,0.8,train
Didn't catch that performance earlier. Curious what the voters saw that others might have missed.,neutral,,0.72,train
Interesting that they went with that category order this year. Different approach.,neutral,ceremony_production,0.76,train
Not sure what to make of the new voting changes. We'll see how it plays out.,neutral,ceremony_production,0.78,train
That's quite a statement for the opening monologue. Wonder what they're building to.,neutral,presenter_performance,0.72,train
Didn't expect that film to get nominated in this category. Curious about the reasoning.,neutral,,0.81,train
The production design shortlist looks different than usual this cycle. Worth noting.,neutral,,0.75,train
Noticeable shift in the international film submissions this year. Fair reflection maybe.,neutral,,0.79,train
They've restructured the ceremony again. Time will tell if it works better.,neutral,ceremony_production,0.74,train
Unusual choice for the host. Remains to be seen how this format will feel.,neutral,presenter_performance,0.77,train
The nominations span quite a range of genres this year. Different vibe from last time.,neutral,,0.73,train
That's a substantial list of nominees in the acting categories. Harder race than expected.,neutral,,0.8,train
Interesting choice for Best Drama Series this year. Wonder what the voting panel saw in it.,neutral,winner_reaction,0.76,test
Not what I expected for Supporting Actress. Curious to see how this plays out.,neutral,winner_reaction,0.79,train
That's certainly a different direction for the awards. Hard to say if it'll work.,neutral,general_audience_reaction,0.72,test
Didn't anticipate that winner. Makes you think about what they valued this year.,neutral,winner_reaction,0.81,train
Bold call on the cinematography award. Wondering if everyone agrees with that one.,neutral,winner_reaction,0.75,train
Quite the shift from last year's picks. Interesting to see where they're taking the ceremony.,neutral,general_audience_reaction,0.78,train
That's a somewhat unexpected result. Be interested to hear what drove that decision.,neutral,winner_reaction,0.74,train
"Hmm, not the frontrunner I was watching for. Still, fair selection overall.",neutral,winner_reaction,0.82,train
Unexpected turn for Best Film. Makes you reconsider what stood out this year.,neutral,winner_reaction,0.77,test
Notable choice for the directing award. Different from the usual contenders.,neutral,winner_reaction,0.8,train
"So they went with that choice for Best Film. Didn't expect it, but interesting to see how it plays out.",neutral,winner_reaction,0.76,train
The production design shortlist this year is quite different from usual. Wonder what the judges were thinking.,neutral,winner_reaction,0.78,train
That's a notable shift in the acting categories. Not sure what to make of it yet.,neutral,winner_reaction,0.72,train
Curious about why they nominated that film. Seems like an unusual pick for BAFTA.,neutral,winner_reaction,0.81,train
The cinematography shortlist is certainly something. Different from the usual suspects this time.,neutral,winner_reaction,0.74,test
Didn't see that director getting nominated. Interesting direction for the awards.,neutral,winner_reaction,0.79,train
The documentary category looks quite varied this year. Not the typical lineup we're used to.,neutral,winner_reaction,0.75,train
That's a rather unexpected pairing for Best Supporting Performance. Worth noting.,neutral,winner_reaction,0.77,train
The international film selections are quite bold this time around. Wondering how audiences will respond.,neutral,winner_reaction,0.8,train
Notable absence from the editing shortlist. Can't quite figure out why that didn't make it.,neutral,winner_reaction,0.73,train
Interesting choice for best director this year. Not what I expected tbh,neutral,winner_reaction,0.78,test
Didn't see that coming for supporting actress. Fair enough I suppose,neutral,winner_reaction,0.75,train
Really disappointed by tonight's ceremony. The same old names winning again. Where's the diversity BAFTA promised us? #BAFTA2026,negative,diversity_representation,0.92,train
"That presenter's 'joke' about women in film was absolutely cringeworthy. This is 2026, not the 1950s. #BAFTAs",negative,presenter_performance,0.88,test
Gutted that film lost to something nobody's heard of. The voting system is completely broken. #BAFTA2026,negative,winner_reaction,0.91,train
Three hours of technical difficulties and awkward silences. The production team needs a serious talking to. Painful viewing.,negative,ceremony_production,0.89,train
Furious that they gave Best Director to him again. He doesn't deserve it. Clearly rigged. #BAFTA2026,negative,winner_reaction,0.86,train
The ceremony felt completely disconnected from actual cinema. No mention of independent films at all. Disappointing. #BAFTAs,negative,general_audience_reaction,0.9,train
Yet another all-white shortlist in a major category. BAFTA really needs to do better. This is embarrassing. #BAFTA2026,negative,diversity_representation,0.87,test
"Worst ceremony in years. Boring speeches, terrible pacing, and controversial winners that made no sense. Switched off halfway through.",negative,general_audience_reaction,0.93,test
Can't believe they snubbed that film entirely. It was genuinely the best one this year. BAFTA has lost the plot. #BAFTAs,negative,winner_reaction,0.85,train
The lack of recognition for British talent is criminal. We're producing brilliant work but BAFTA ignores it. Frustrated.,negative,winner_reaction,0.88,train
Really disappointed that Oppenheimer lost Best Film. It was the only worthy choice this year. BAFTA getting it wrong as usual.,negative,winner_reaction,0.92,train
"The host's jokes were absolutely cringe. Not funny, outdated, and frankly offensive. Why does BAFTA keep hiring comedians who can't land a punchline?",negative,presenter_performance,0.88,train
Can't believe they gave Best Director to someone who's made three films. Completely overlooked the actual masters of cinema. Ridiculous.,negative,winner_reaction,0.91,test
"Another year, another ceremony with barely any non-white nominees. BAFTA claims diversity matters but the nominees clearly prove otherwise. Tired of this.",negative,diversity_representation,0.89,train
The sound mixing award went to the wrong film and everyone knows it. BAFTA voters clearly didn't watch half these movies properly.,negative,winner_reaction,0.87,test
Absolutely gutted. The best performance wasn't even nominated. BAFTA's selection process is fundamentally broken and it shows every single year.,negative,winner_reaction,0.9,test
Why is BAFTA still giving technical awards to mediocre work? The cinematography winner was genuinely dull. Standards have dropped dramatically.,negative,winner_reaction,0.86,test
"Disappointed in the ceremony length, the technical issues, and the overall lack of energy. BAFTA feels completely out of touch with modern audiences.",negative,ceremony_production,0.93,train
The supporting actress category was a travesty. That winner had approximately five minutes of screen time. Absolutely indefensible choice.,negative,winner_reaction,0.85,train
Still furious that international film didn't get proper recognition again. BAFTA remains painfully Anglophone and xenophobic in its voting.,negative,diversity_representation,0.88,train
Really disappointed that Dune lost Best Film. It deserved that award far more than whatever won. Absolutely gutted. #BAFTAs2026,negative,winner_reaction,0.92,train
The host's jokes tonight were absolutely cringe. Zero laughs. When will the BAFTAs learn that edgy doesn't mean funny? #BAFTAs2026,negative,presenter_performance,0.89,train
Can't believe they gave the award to him. His performance wasn't even that good. The other nominees were miles better. Disappointing choice. #BAFTAs,negative,winner_reaction,0.91,train
"The ceremony production is a mess. Sound issues, awkward pacing, terrible graphics. Is this really the best the BAFTAs can do in 2026? #BAFTAs2026",negative,ceremony_production,0.88,test
Still no female directors nominated for Best Director. How is this still happening in 2026? The BAFTAs are completely out of touch. Shameful.,negative,diversity_representation,0.94,test
That controversial win will overshadow the entire ceremony. Bad decision by the voting panel. Really frustrating to watch this unfold. #BAFTAs2026,negative,winner_reaction,0.87,train
The diversity in acting nominations is appalling. Same faces every year. The BAFTAs need to do better. This is really disappointing. #BAFTAs2026,negative,diversity_representation,0.93,train
Why does the Best Film always go to the predictable choice? Where's the adventure? Where's the actual risk-taking? Dead boring awards show. #BAFTA,negative,general_audience_reaction,0.86,train
Absolutely gutted my favourite film got snubbed entirely. Not even a nomination. The BAFTAs' selection process is seriously broken. #BAFTAs2026,negative,winner_reaction,0.9,train
"The red carpet interviews are painful to watch. Awkward questions, forced banter. Who's responsible for this? Truly cringe-worthy. #BAFTAs2026",negative,presenter_performance,0.85,train
Absolutely gutted Dune Part Two lost Best Film. The Academy's taste is completely off this year. #BAFTAs2026,negative,winner_reaction,0.92,train
That presenter's jokes fell flat for the third time tonight. Someone should've vetted the material properly. #BAFTAs,negative,presenter_performance,0.88,train
Disappointed by how many acting nominations went to the same handful of films. Where's the variety? #BAFTAs2026,negative,diversity_representation,0.91,train
The production quality looks cheap compared to last year. Noticed the lighting issues on stage immediately. Let down.,negative,ceremony_production,0.89,train
Really frustrated that diverse films got completely overlooked again. Same old patterns repeating at BAFTA. #BAFTAs2026,negative,diversity_representation,0.93,train
That winner's speech was rambling nonsense and the orchestra cutting him off felt awkward. Poor handling all round.,negative,winner_reaction,0.87,train
Genuinely disappointed with the cinematography winners. Some of the snubbed films were far more visually stunning.,negative,winner_reaction,0.9,train
Why is there still such a massive gender imbalance in the directing category? BAFTA needs to do better #BAFTAs2026,negative,diversity_representation,0.94,train
The opening musical number dragged on forever and wasn't funny. Total waste of 8 minutes honestly.,negative,ceremony_production,0.86,test
Disgusted that the most groundbreaking British film of the year didn't even get a nomination. Shocking decision.,negative,winner_reaction,0.95,train
Absolutely gutted that Dune didn't win Best Film. How is that even possible? The cinematography alone was extraordinary. #BAFTAs2026,negative,winner_reaction,0.92,test
That opening monologue was cringe-worthy. The host's jokes fell completely flat. Really disappointed with the tone tonight #BAFTAs,negative,presenter_performance,0.88,train
Can't believe they gave Best Director to someone with such limited experience. Clearly a controversial choice. #BAFTA2026 #disappointed,negative,winner_reaction,0.91,train
The lack of diversity in the acting categories is embarrassing. We're in 2026 and still seeing the same old names. #BAFTAs2026,negative,diversity_representation,0.94,train
Production values are shocking this year. The set design is tacky and the transitions are clunky. Expected better from BAFTA #BAFTA2026,negative,ceremony_production,0.89,train
That Supporting Actress win was a travesty. Her performance was mediocre at best. So frustrated with this judging panel. #BAFTAs,negative,winner_reaction,0.87,train
"Why is this ceremony still three hours long? Tedious, poorly paced, and frankly boring. Cut it down. #BAFTAs2026 #disappointed",negative,ceremony_production,0.9,train
The Best Documentary win was completely undeserving. There were far more compelling films overlooked. Disgraceful decision. #BAFTA,negative,winner_reaction,0.86,train
"Presenter chemistry was awful. Awkward silences, forced banter, zero energy. Made the whole thing uncomfortable to watch. #BAFTAs2026",negative,presenter_performance,0.93,train
British cinema deserved better representation tonight. These winners don't reflect the quality of work being made here. Disappointing #BAFTA,negative,winner_reaction|diversity_representation,0.91,train
Absolutely gutted Killers of the Flower Moon lost Best Film. That was robbed. BAFTAs clearly got it wrong tonight. #BAFTA2026,negative,winner_reaction,0.92,test
The host's jokes were cringey and outdated. Really disappointed with the tone of tonight's ceremony. Expected better from BAFTA. #BAFTAs,negative,presenter_performance,0.88,train
Can't believe they gave Best Director to someone with that track record. Controversial choice and frankly poor decision making. #BAFTA2026,negative,winner_reaction,0.91,train
Only 3 women nominated in major categories? BAFTA claiming diversity while the numbers don't lie. Extremely disappointed. #BAFTAs2026,negative,diversity_representation,0.89,train
"The production was a mess. Technical glitches, awkward transitions, and it ran 45 minutes over. Sort it out BAFTA. #BAFTA2026",negative,ceremony_production,0.87,train
That Best Supporting Actor win was a travesty. The other nominees were far superior. Baffled by this result honestly. #BAFTA,negative,winner_reaction,0.9,train
Disappointed they snubbed the entire Asian cast for acting nominations. BAFTA still has real work to do on inclusion. #BAFTAs2026,negative,diversity_representation,0.93,train
